Feature,Score
customerID_8080-DDEMJ,0.011892861586564774
customerID_6741-QRLUP,0.011879361362087115
customerID_3451-VAWLI,0.011829891878202714
customerID_1223-UNPKS,0.011822779653339666
customerID_1212-GLHMD,0.011798060243645825
customerID_7108-DGVUU,0.011751132916389073
customerID_6557-BZXLQ,0.011728148091057378
customerID_7873-CVMAW,0.011725691772409563
customerID_5590-BYNII,0.011666989784083093
customerID_0931-MHTEM,0.011665997332175992
customerID_9985-MWVIX,0.0116519249464071
customerID_0257-ZESQC,0.011599329730565433
customerID_6439-GTPCA,0.011591450605743292
customerID_7359-PTSXY,0.011591291138014936
customerID_0397-ZXWQF,0.011589762513599888
customerID_4102-OQUPX,0.011548331840741222
customerID_6591-QGOYB,0.011540390271090217
customerID_0083-PIVIK,0.011497335359849759
customerID_6815-ABQFQ,0.011482645271911895
customerID_1550-EENBN,0.011466248980005478
customerID_2172-EJXVF,0.011462029350136627
customerID_3050-RLLXC,0.01144977413154491
customerID_4962-CHQPW,0.011447210963468901
customerID_9099-FTUHS,0.011419961286955216
customerID_1015-OWJKI,0.011332954771101855
customerID_6537-OTKMY,0.011331214710061932
customerID_7029-RPUAV,0.0112596420619131
customerID_1247-QBVSH,0.011251437097972605
customerID_9824-QCJPK,0.011247722153597595
customerID_3249-VHRIP,0.011223929749029304
customerID_4737-HOBAX,0.011176510804782769
customerID_7969-AULMZ,0.011170863532079078
customerID_0827-ITJPH,0.011166310681554048
customerID_9708-HPXWZ,0.011156472323458733
customerID_3948-KXDUF,0.011154037176444254
customerID_2050-ONYDQ,0.011153912620082584
customerID_7072-MBHEV,0.011123732293294664
customerID_2192-OZITF,0.011123103215327834
customerID_9610-WCESF,0.011102140262122528
customerID_5609-IMCGG,0.011085579729142925
customerID_8404-GFGCZ,0.011071714585767944
customerID_7375-WMVMT,0.011049024653728479
customerID_6738-ISCBM,0.011020841893668587
customerID_4429-WYGFR,0.011019262507419914
customerID_8042-JVNFH,0.010993132550568774
customerID_1245-HARPS,0.010976283548274068
customerID_9788-YTFGE,0.010967514791897726
customerID_7009-LGECI,0.010960187535517862
customerID_2672-DZUOY,0.010915043342083708
customerID_0599-XNYDO,0.01086368993661413
customerID_3359-DSRKA,0.010824675480478163
customerID_2237-ZFSMY,0.010782064889601095
customerID_0089-IIQKO,0.010774202614049377
customerID_5014-GSOUQ,0.010767377910558373
customerID_5195-KPUNQ,0.010755434407679676
customerID_5537-UXXVS,0.010752883224200538
customerID_6860-YRJZP,0.010748422938913205
customerID_8883-GRDWQ,0.010734861729587264
customerID_1024-KPRBB,0.010711458445118671
customerID_7359-WWYJV,0.010690139888720918
customerID_1061-PNTHC,0.010687282041201174
customerID_9372-TXXPS,0.010668142027006056
customerID_6754-WKSHP,0.010648674792216317
customerID_0318-QUUOB,0.010633166272784544
customerID_9878-TNQGW,0.010630599888766579
customerID_5774-QPLTF,0.010617475820364763
customerID_7644-OMVMY,0.010612989880848467
customerID_5396-IZEPB,0.010612053790940879
customerID_8981-FJGLA,0.01059782663372677
customerID_8361-LBRDI,0.010591436163289725
customerID_7521-YXVZY,0.010581873161176869
customerID_0440-MOGPM,0.010559722223997925
customerID_4891-NLUBA,0.010547177192529178
customerID_9754-CLVZW,0.010546543233678207
customerID_9531-NSBMR,0.010537906425672094
customerID_7028-DVOIQ,0.010517605244054096
customerID_7943-RQCHR,0.010493003326727868
customerID_7180-PISOG,0.01049216489513749
customerID_7971-HLVXI,0.010485148561562685
customerID_4566-NECEV,0.010481284455287065
customerID_5693-PIPCS,0.010480315824840991
customerID_3173-WSSUE,0.010479228455067435
customerID_9300-AGZNL,0.010478652210226702
customerID_2452-SNHFZ,0.010464628682134158
customerID_8544-GOQSH,0.010435076940072507
customerID_0947-IDHRQ,0.010432067639444709
customerID_0541-FITGH,0.01042600795932569
customerID_6567-HOOPW,0.010425084252221106
PaymentMethod_Credit card (automatic),0.010417330521824253
customerID_8512-WIWYV,0.010399260766381202
customerID_1478-VPOAD,0.010397916301385868
customerID_9820-RMCQV,0.010375722432285572
customerID_2150-WLKUW,0.010371760131015595
customerID_6402-ZFPPI,0.010370851060750308
customerID_2599-CIPQE,0.01036792193053171
customerID_7328-ZJAJO,0.010340794347993842
customerID_5125-CNDSP,0.010323883793071698
customerID_8455-HIRAQ,0.010318632724507282
